name,f_year,l_year,tournament_duration,total_matches,minutes,surface,best_of,t_month,most_wins,df,ace,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced
Davis Cup WG PO: KOR vs ESP,1993,1993,1,4,0.0,Hard,5,9,Sergi Bruguera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: KOR vs ISR,1989,1989,1,4,0.0,Hard,5,7,Amos Mansdorf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: KOR vs ITA,1987,1987,1,4,0.0,Hard,5,7,Dong Wook Song,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MAR vs FRA,1995,1995,1,4,0.0,Clay,5,9,Cedric Pioline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MAR vs GBR,2003,2003,1,4,0.0,Clay,5,9,Hicham Arazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MAR vs SUI,2002,2002,1,4,0.0,Clay,5,9,Roger Federer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MEX vs ARG,1996,1996,1,4,0.0,Hard,5,9,Alejandro Hernandez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MEX vs ESP,1995,1995,1,4,0.0,Hard,5,9,Sergi Bruguera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MEX vs NED,1991,1991,1,4,0.0,Clay,5,9,Mark Koevermans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MEX vs ROU,1982,1982,1,4,0.0,Clay,5,10,Raul Ramirez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MEX vs SUI,1981,1981,1,4,0.0,Clay,5,10,Raul Ramirez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MEX vs URS,1989,1989,1,4,0.0,Clay,5,7,Jorge Lozano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: MEX vs URU,1990,1990,1,4,0.0,Hard,5,9,Jorge Lozano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NED vs AUT,2013,2013,1,4,0.0,Clay,5,9,Thiemo De Bakker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NED vs CRO,2014,2014,1,4,0.0,Clay,5,9,Robin Haase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NED vs FRA,2009,2009,1,4,0.0,Clay,5,9,Jo-Wilfried Tsonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NED vs IND,2003,2003,1,4,0.0,Hard,5,9,Sjeng Schalken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NED vs KOR,2008,2008,1,4,0.0,Clay,5,9,Hyung Taik Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NED vs NZL,1996,1996,1,4,0.0,Hard,5,9,Jan Siemerink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NED vs SUI,2012,2012,1,4,0.0,Clay,5,9,Roger Federer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NOR vs BEL,1995,1995,1,4,0.0,Hard,5,9,Johan Van Herck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NZL vs ESP,1999,1999,1,4,0.0,Hard,5,9,Francisco Clavet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: NZL vs SUI,1995,1995,1,4,0.0,Hard,5,9,Marc Rosset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: PAR vs CZE,2004,2004,1,4,0.0,Clay,5,9,Jiri Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: PAR vs DEN,1986,1986,1,4,0.0,Clay,5,10,Victor Pecci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: PAR vs NZL,1988,1988,1,4,0.0,Clay,5,4,Hugo Chapacu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: PER vs AUS,1989,1989,1,4,0.0,Clay,5,7,Jaime Yzaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: PER vs BLR,2007,2007,1,4,0.0,Clay,5,9,Luis Horna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: POL vs AUS,2013,2013,1,4,0.0,Clay,5,9,Bernard Tomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: POL vs SVK,2015,2015,1,4,0.0,Hard,5,9,Martin Klizan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: POR vs CRO,1994,1994,1,3,0.0,Clay,5,9,Goran Ivanisevic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ROU vs BEL,1996,1996,1,4,0.0,Clay,5,9,Andrei Pavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ROU vs CAN,2004,2004,1,4,0.0,Clay,5,9,Andrei Pavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ROU vs CZE,2011,2011,1,4,0.0,Clay,5,9,Radek Stepanek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ROU vs ECU,2010,2010,1,4,0.0,Clay,5,9,Adrian Ungur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ROU vs GER,1999,1999,1,4,0.0,Clay,5,9,Tommy Haas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ROU vs IND,2008,2008,1,4,0.0,Clay,5,9,Victor Crivoi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ROU vs KOR,2006,2006,1,4,0.0,Clay,5,9,Andrei Pavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: RSA vs CRO,2011,2011,1,4,0.0,Hard,5,9,Marin Cilic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: RSA vs IND,2009,2009,1,4,0.0,Hard,5,9,Somdev Devvarman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: RUS vs BRA,2011,2011,1,4,0.0,Hard,5,9,Mikhail Youzhny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: RUS vs HUN,2017,2017,1,3,174.0,Clay,5,9,Marton Fucsovics,12.0,27.0,547.0,342.5,231.0,110.0,86.5,26.0,47.5
Davis Cup WG PO: RUS vs ITA,2015,2015,1,4,0.0,Hard,5,9,Fabio Fognini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: RUS vs THA,2004,2004,1,4,0.0,Clay,5,9,Igor Andreev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SRB vs AUS,2007,2007,1,4,0.0,Clay,5,9,Novak Djokovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SRB vs IND,2018,2018,1,3,124.333,Clay,5,9,Laslo Djere,10.5,22.0,396.5,249.0,177.5,78.0,63.5,18.0,30.0
Davis Cup WG PO: SRB vs UZB,2009,2009,1,4,0.0,Hard,5,9,Viktor Troicki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SUI vs BEL,2008,2008,1,4,0.0,Hard,5,9,Stan Wawrinka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SUI vs BLR,2017,2017,1,4,139.5,Hard,3,9,Marco Chiudinelli,25.0,45.5,623.5,381.0,286.0,127.5,100.0,34.0,47.0
Davis Cup WG PO: SUI vs ECU,2013,2013,1,4,0.0,Hard,5,9,Stan Wawrinka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SUI vs GBR,2005,2005,1,4,0.0,Clay,5,9,Stan Wawrinka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SUI vs NED,2015,2015,1,4,0.0,Hard,5,9,Roger Federer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SUI vs PAR,1989,1989,1,4,0.0,Clay,5,7,Claudio Mezzadri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SUI vs SCG,2006,2006,1,4,0.0,Hard,5,9,Roger Federer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SUI vs SWE,2018,2018,1,4,165.75,Hard,5,9,Henri Laaksonen,22.5,68.5,755.5,472.5,348.0,142.5,118.0,33.0,54.0
Davis Cup WG PO: SUI vs UZB,2016,2016,1,4,146.5,Clay,5,9,Denis Istomin,22.5,36.0,691.0,415.0,288.0,149.0,104.0,23.0,42.5
Davis Cup WG PO: SVK vs BEL,2006,2006,1,4,0.0,Hard,5,9,Olivier Rochus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SVK vs GER,2004,2004,1,4,0.0,Hard,5,9,Dominik Hrbaty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SVK vs KOR,2007,2007,1,4,0.0,Clay,5,9,Hyung Taik Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SVK vs SRB,2008,2008,1,4,0.0,Hard,5,9,Novak Djokovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SVK vs USA,2003,2003,1,4,0.0,Clay,5,9,Dominik Hrbaty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SWE vs IND,2000,2000,1,4,0.0,Clay,5,7,Andreas Vinciguerra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SWE vs ITA,2010,2010,1,4,0.0,Hard,5,9,Robin Soderling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: SWE vs ROU,2009,2009,1,4,0.0,Hard,5,9,Robin Soderling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: TCH vs ARG,1987,1987,1,4,0.0,Clay,5,7,Karel Novacek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: TCH vs URS,1983,1983,1,4,0.0,Clay,5,9,Tomas Smid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: THA vs CZE,2003,2003,1,4,0.0,Hard,5,9,Jiri Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: UKR vs BEL,2014,2014,1,4,0.0,Hard,5,9,David Goffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: URS vs IND,1982,1982,1,4,0.0,Clay,5,10,Konstantin Pugaev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: URU vs AUT,1994,1994,1,4,0.0,Clay,5,9,Thomas Muster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: USA vs BAH,1993,1993,1,4,0.0,Hard,5,9,Malivai Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: USA vs SVK,2014,2014,1,4,0.0,Hard,5,9,John Isner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: UZB vs CZE,1999,1999,1,4,0.0,Hard,5,9,Jiri Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: UZB vs NED,2000,2000,1,4,0.0,Clay,5,7,Richard Krajicek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: UZB vs USA,2015,2015,1,3,0.0,Clay,5,9,Jack Sock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: VEN vs DEN,1995,1995,1,4,0.0,Clay,5,9,Kenneth Carlsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: YUG vs FRA,1985,1985,1,4,0.0,Hard,5,10,Goran Prpic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: YUG vs GBR,1987,1987,1,2,0.0,Clay,5,7,Bruno Oresar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: YUG vs SUI,1990,1990,1,4,0.0,Clay,5,9,Goran Ivanisevic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ZIM vs AUT,1997,1997,1,4,0.0,Hard,5,9,Thomas Muster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ZIM vs BEL,2002,2002,1,4,0.0,Hard,5,9,Xavier Malisse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ZIM vs CHI,1999,1999,1,4,0.0,Hard,5,9,Byron Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PO: ZIM vs ROU,2000,2000,1,4,0.0,Hard,5,7,Andrei Pavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PR: MEX vs VEN,1973,1973,1,4,0.0,Clay,5,3,Raul Ramirez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG PR: TPE vs THA,1979,1979,1,4,0.0,Hard,5,10,Huang Jung Hsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ARG vs CRO,2002,2012,11,8,0.0,Clay,5,4,Juan Martin del Potro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ARG vs FRA,2013,2013,1,4,0.0,Clay,5,4,Jo-Wilfried Tsonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ARG vs GER,1990,1990,1,4,0.0,Clay,5,3,Alberto Mancini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ARG vs KAZ,2011,2011,1,4,0.0,Clay,5,7,Juan Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ARG vs RUS,2003,2003,1,4,0.0,Clay,5,4,Gaston Gaudio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ARG vs SRB,2015,2015,1,4,0.0,Clay,5,7,Leonardo Mayer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ARG vs SWE,2008,2008,1,4,0.0,Clay,5,4,David Nalbandian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs ARG,2005,2005,1,4,0.0,Grass,5,7,David Nalbandian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs BLR,2006,2006,1,4,0.0,Hard,5,4,Chris Guccione,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs CHI,1982,1982,1,4,0.0,Grass,5,7,John Fitzgerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs CZE,1997,1997,1,4,0.0,Grass,5,4,Patrick Rafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs GER,2000,2000,1,4,0.0,Grass,5,4,Lleyton Hewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs ITA,1984,1984,1,4,0.0,Grass,5,7,John Fitzgerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs KAZ,2015,2015,1,4,0.0,Grass,5,7,Mikhail Kukushkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs MEX,1987,1987,1,4,0.0,Grass,5,7,Pat Cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs NZL,1990,1990,1,4,0.0,Grass,5,3,Wally Masur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs PAR,1985,1985,1,4,0.0,Grass,5,8,Paul Mcnamee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs ROU,1983,1983,1,4,0.0,Grass,5,7,Pat Cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUS vs USA,2017,2017,1,4,109.667,Hard,5,4,Nick Kyrgios,9.5,75.5,432.5,290.0,228.5,71.0,96.5,16.0,23.0
Davis Cup WG QF: AUT vs ITA,1990,1990,1,4,0.0,Clay,5,3,Horst Skoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: AUT vs SWE,1989,1989,1,4,0.0,Clay,5,4,Stefan Edberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: BEL vs CAN,2015,2015,1,4,0.0,Clay,5,7,Steve Darcis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: BEL vs GER,2007,2007,1,4,0.0,Clay,5,4,Tommy Haas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: BEL vs SUI,1999,1999,1,4,0.0,Clay,5,7,Xavier Malisse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: BRA vs AUS,2001,2001,1,4,0.0,Clay,5,4,Lleyton Hewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: BRA vs ITA,1992,1992,1,3,0.0,Clay,5,3,Jaime Oncins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: BRA vs SVK,2000,2000,1,4,0.0,Clay,5,4,Dominik Hrbaty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: CAN vs ITA,2013,2013,1,3,0.0,Hard,5,4,Milos Raonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: CHI vs CZE,2010,2010,1,4,0.0,Clay,5,7,Ivo Minar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: CRO vs SRB,2010,2010,1,4,0.0,Hard,5,7,Novak Djokovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: CRO vs USA,2009,2009,1,4,0.0,Clay,5,7,Marin Cilic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: CZE vs SRB,2012,2012,1,4,0.0,Clay,5,4,Tomas Berdych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ECU vs TCH,1985,1985,1,4,0.0,Clay,5,8,Miloslav Mecir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ESP vs AUT,2012,2012,1,4,0.0,Clay,5,4,Nicolas Almagro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ESP vs CRO,2003,2003,1,4,0.0,Clay,5,4,Juan Carlos Ferrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ESP vs GER,2009,2018,10,8,173.75,Clay,3,4,Rafael Nadal,30.0,13.5,642.0,385.0,240.0,135.0,100.5,32.5,63.0
Davis Cup WG QF: ESP vs NED,2004,2004,1,4,0.0,Clay,5,4,Carlos Moya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ESP vs RUS,2000,2000,1,4,0.0,Clay,5,4,Juan Carlos Ferrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ESP vs SUI,1998,1998,1,4,0.0,Clay,5,7,Carlos Moya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs AUS,1988,1991,4,8,0.0,Clay,5,5,Richard Fromberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs CZE,2016,2016,1,3,194.667,Hard,5,7,Lukas Rosol,25.5,47.0,614.5,379.0,291.5,131.0,97.0,24.5,35.0
Davis Cup WG QF: FRA vs ESP,2010,2010,1,4,0.0,Hard,5,7,Gael Monfils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs GBR,2017,2017,1,4,87.0,Clay,5,4,Jeremy Chardy,13.5,42.5,421.0,267.0,192.5,85.0,71.0,15.5,28.5
Davis Cup WG QF: FRA vs GER,1996,2014,19,8,0.0,Clay,5,4,Cedric Pioline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs IND,1993,1993,1,4,0.0,Clay,5,7,Leander Paes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs ITA,2018,2018,1,3,187.333,Clay,5,4,Lucas Pouille,26.5,26.5,585.5,337.0,227.0,123.5,87.5,39.0,63.0
Davis Cup WG QF: FRA vs PAR,1983,1983,1,4,0.0,Clay,5,7,Henri Leconte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs SUI,1992,2003,12,8,0.0,Clay,5,3,Jakob Hlasek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs SWE,1987,1994,8,8,0.0,Hard,5,7,Stefan Edberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs TCH,1982,1982,1,4,0.0,Clay,5,7,Yannick Noah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRA vs USA,2012,2012,1,4,0.0,Clay,5,4,John Isner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: FRG vs USA,1985,1985,1,4,0.0,Clay,5,8,Boris Becker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: GBR vs AUS,1986,1986,1,4,0.0,Grass,5,7,Pat Cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: GBR vs FRA,2015,2015,1,3,0.0,Grass,5,7,Andy Murray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: GBR vs SRB,2016,2016,1,4,120.0,Clay,3,7,Kyle Edmund,17.5,18.5,509.0,305.5,213.5,118.5,82.5,24.5,38.0
Davis Cup WG QF: GER vs CZE,1993,1993,1,4,0.0,Grass,5,7,Marc Kevin Goellner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: GER vs ESP,1994,2008,15,8,0.0,Hard,5,4,Michael Stich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: GER vs FRA,2011,2011,1,4,0.0,Clay,5,7,Richard Gasquet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: GER vs SWE,1998,1998,1,4,0.0,Hard,5,7,Tommy Haas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: IND vs ISR,1987,1987,1,3,0.0,Grass,5,7,Ramesh Krishnan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: IND vs SWE,1985,1996,12,8,0.0,Grass,5,4,Jonas Bjorkman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ISR vs RUS,2009,2009,1,4,0.0,Hard,5,7,Harel Levy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ITA vs ARG,1983,2016,34,7,177.0,Clay,5,7,Guillermo Vilas,16.0,21.5,538.0,334.5,232.0,100.5,83.5,31.0,52.5
Davis Cup WG QF: ITA vs AUS,1993,1993,1,4,0.0,Clay,5,7,Richard Fromberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ITA vs BEL,2017,2017,1,4,130.0,Hard,5,4,David Goffin,17.0,45.0,526.0,307.0,223.0,123.5,85.5,14.0,30.5
Davis Cup WG QF: ITA vs GBR,2014,2014,1,4,0.0,Clay,5,4,Fabio Fognini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ITA vs NZL,1982,1982,1,2,0.0,Clay,5,7,Russell Simpson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ITA vs RSA,1996,1996,1,4,0.0,Clay,5,4,Andrea Gaudenzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ITA vs USA,1995,1995,1,4,0.0,Clay,5,3,Pete Sampras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ITA vs ZIM,1998,1998,1,4,0.0,Clay,5,7,Davide Sanguinetti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: JPN vs CZE,2014,2014,1,4,0.0,Hard,5,4,Lukas Rosol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: KAZ vs CRO,2018,2018,1,3,144.667,Clay,5,4,Marin Cilic,5.5,26.5,415.5,267.0,182.5,83.0,63.0,21.5,33.5
Davis Cup WG QF: KAZ vs CZE,2013,2013,1,3,0.0,Clay,5,4,Lukas Rosol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: KOR vs PAK,1986,1986,1,4,0.0,Clay,5,5,Bong Soo Kim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: KOR vs PHI,1983,1983,1,4,0.0,Clay,5,3,Young Dae Jeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
